順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
130,nintendo,48000,40,1.694,17.094,52,48,5,16,26,32,14,4,3
131,ターボババア,47500,40,1.899,-27.23,56,44,7,18,27,25,16,5,2
132,幻影旅団,47400,40,1.832,-40.625,62,38,10,26,30,22,8,2,2
133,スネイプ先生,47000,40,1.712,25.178,36,64,8,20,26,24,14,6,2
134,ダイノックシート,45200,40,1.759,-58.805,66,34,0,4,12,23,31,20,10
135,釘崎野薔薇,43800,40,1.859,-22.09,66,34,10,19,29,25,12,3,2
136,キケロガ,43500,40,1.907,43.788,94,6,2,9,21,29,33,4,2
137,歯石,42100,40,2.012,-46.544,47,53,5,18,25,23,16,7,6
138,文字化け 変換,42100,40,2.002,-23.58,42,58,23,28,16,11,10,6,6
139,茅野愛衣,41200,40,1.865,-55.06,73,27,7,20,24,21,17,7,4
140,内田雄馬 声優,39600,40,1.967,36.229,28,72,12,19,22,22,16,6,3
141,アンデッドアンラック,39400,40,1.899,-48.205,60,40,10,23,27,20,13,5,2
142,ホムンクルス,38500,40,1.947,24.131,52,48,12,22,16,21,19,7,3
143,スパーキングゼロ,37800,40,2.054,-76.606,93,7,7,36,31,20,3,1,2
144,上田麗奈,37000,40,2.019,-13.515,71,29,12,24,23,18,15,6,2
145,dr.stone,33700,40,2.155,46.198,53,47,10,16,18,21,20,10,5
146,フリーナ,33500,40,2.265,-30.912,54,46,31,30,20,10,5,2,2
147,ヒロアカ 最終巻,31000,40,2.341,29.548,47,53,13,28,27,19,10,2,1
148,ルルーシュ,27400,40,2.289,89.8,57,43,12,26,27,19,10,4,2
149,ヒロアカ 原画展 2025,27100,40,2.512,18.536,28,72,8,30,28,20,10,3,1
150,ヒロアカ 最新刊,26800,40,2.379,-62.939,53,47,13,30,25,20,9,2,1
151,ミッチャクロン,25800,40,2.464,23.314,82,18,1,4,12,25,32,17,9
152,ブレザー,25000,40,2.389,-15.416,53,47,23,18,16,19,11,7,6
153,オーバーホール,17900,40,2.853,0.64,55,45,6,16,21,24,19,8,6
154,お茶子,15500,40,2.89,-26.162,52,48,11,21,26,22,11,5,4
155,イレイザーヘッド,15200,40,2.884,8.882,47,53,7,20,23,20,18,8,4
156,轟燈矢,10000,40,3.402,0.535,39,61,16,37,29,10,4,2,2
157,ダークマイト,9400,40,3.538,-38.129,80,20,12,43,29,9,3,2,2
158,ミルコ,8700,40,3.651,-38.421,54,46,10,25,23,16,13,8,5
159,切島鋭児郎,7700,40,3.626,-4.858,27,73,23,33,23,12,6,1,2
160,ワンフォーオール 歴代,7400,40,3.86,-0.506,54,46,16,38,27,12,4,2,1
161,オーバーホール ヒロアカ,6300,40,3.902,-1.762,44,56,11,33,30,17,6,2,1
162,マウントレディ,5000,40,4.144,-25.063,60,40,20,33,28,12,5,1,1
163,プレゼントマイク,4800,40,4.138,2.119,31,69,17,30,27,17,6,2,1
164,ステイン 歯磨き粉,2500,40,4.765,0,27,73,1,6,14,28,30,13,8
165,水性ステイン,1500,40,5.208,0,68,32,2,5,7,20,28,23,15
