順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
372,ファーストシューズ,38700,30,2.575,-119.861,17,83,0,12,46,15,10,13,4
373,トイレトレーニング,36900,30,2.527,0.911,21,79,1,7,32,26,12,16,6
374,イフミー 靴,36000,30,2.805,15.197,12,88,0,6,49,28,6,8,3
375,歯科医院,33900,30,2.841,-42.046,42,58,1,3,5,12,21,27,31
376,手足口病 お風呂,32800,30,2.722,-111.525,20,80,0,7,51,30,4,5,3
377,イヤイヤ期,31400,30,2.848,86.69,32,68,2,12,42,27,7,7,3
378,ciメディカル,30300,30,2.904,54.011,43,57,0,4,11,24,28,21,12
379,3歳児検診,29500,30,2.859,-2.435,15,85,0,8,41,28,7,10,6
380,上唇小帯,29400,30,2.743,-0.929,15,85,2,12,42,26,9,6,3
381,ベビービョルン,28800,30,2.788,-41.06,13,87,0,17,51,17,7,6,2
382,120959925,28300,30,2.724,-36.002,16,84,0,6,56,32,2,2,2
383,突発性発疹 うつる,26900,30,2.982,22.009,10,90,0,11,48,17,8,12,4
384,ベビーパーク,26900,30,2.822,-4.102,13,87,0,9,52,23,7,6,3
385,そば 何歳から,26600,30,3.001,31.939,11,89,0,10,63,22,2,2,1
386,ci,24200,30,3.007,-34.9,50,50,2,7,10,20,23,19,19
387,幼児食 レシピ,24100,30,3.222,6.143,11,89,0,5,34,17,8,24,12
388,1歳3ヶ月,23700,30,3.175,-78.95,19,81,0,7,39,20,9,17,8
389,プレオルソ,22900,30,3.055,62.821,16,84,1,5,37,43,8,3,3
390,突発性発疹 保育園,22400,30,3.251,-61.317,8,92,0,10,54,21,4,8,3
391,1歳4ヶ月,21400,30,3.145,-73.377,20,80,0,6,41,22,9,15,7
392,歯根嚢胞,20800,30,3.187,-33.364,31,69,1,8,13,22,27,18,11
393,軟飯 炊飯器,20500,30,3.096,-41.535,5,95,0,12,66,15,2,3,2
